x,y
0.0,0.0
0.10033444816053512,0.0992456939453665
0.20066889632107024,0.1930615855750229
0.3010033444816054,0.27673479015201197
0.4013377926421405,0.3461227542899453
0.5016722408026756,0.39790578351379274
0.6020066889632107,0.4296243615008831
0.7023411371237458,0.4396022914854037
0.802675585284281,0.42742178240132606
0.9030100334448161,0.39396723143594353
1.0033444816053512,0.3410878227755285
1.1036789297658862,0.2714068783993585
1.2040133779264215,0.18841152802922428
1.3043478260869565,0.09639909503035948
1.4046822742474916,5.558253428515625e-05
1.5050167224080269,-0.09577971564240584
1.605351170568562,-0.18632901093522963
1.705685618729097,-0.2671410373935526
1.8060200668896322,-0.3341967902859869
1.9063545150501673,-0.38424744747760187
2.0066889632107023,-0.4147327472271498
2.1070234113712374,-0.4242502177152492
2.2073578595317724,-0.41257990767692554
2.307692307692308,-0.38043656791281216
2.408026755852843,-0.3293716281950201
2.508361204013378,-0.2619541961342659
2.608695652173913,-0.1817784067951039
2.709030100334448,-0.09299759281877598
2.809364548494983,-3.530043184149512e-05
2.9096989966555187,0.09247884055396374
3.0100334448160537,0.17995105708240414
3.1103678929765888,0.2579682622439882
3.210702341137124,0.32270993097056094
3.311036789297659,0.37090815077357003
3.411371237458194,0.4002851442282461
3.511705685618729,0.4095888690201117
3.6120401337792645,0.3984376887432255
3.7123745819397995,0.3673139668505351
3.8127090301003346,0.3178393156996079
3.9130434782608696,0.2527717622497047
4.013377926421405,0.17547545570650153
4.11371237458194,0.08980301760041962
4.214046822742475,1.376921244006235e-05
4.31438127090301,-0.08935041935570637
4.414715719063545,-0.1737992899120966
4.51505016722408,-0.2491178604515035
4.615384615384616,-0.3115292854832413
4.7157190635451505,-0.3580398662087434
4.816053511705686,-0.3864843969024215
4.916387959866221,-0.3955260715276027
5.016722408026756,-0.38463837272436846
5.117056856187291,-0.35444959253048786
5.217391304347826,-0.3067452552615225
5.317725752508362,-0.24402509280948295
5.418060200668896,-0.16941123559946794
5.518394648829432,-0.08663022773958803
5.618729096989966,6.747196399259185e-05
5.719063545150502,0.08633727307557792
5.819397993311037,0.1678211733339943
5.919732441471572,0.240468212395818
6.0200668896321075,0.30074161168765456
6.120401337792642,0.3457142613647881
6.2207357859531776,0.37321500332692614
6.321070234113712,0.38181139774386375
6.421404682274248,0.37118533844700946
6.521739130434783,0.3421247807643782
6.622073578595318,0.29617523967738096
6.722408026755853,0.23561131531031562
6.822742474916388,0.16347727068583212
6.923076923076923,0.08355174478498707
7.023411371237458,-0.0001331315358219648
7.1237458193979935,-0.08335970769199955
7.224080267558529,-0.16200258188541333
7.3244147157190636,-0.23217781859823705
7.424749163879599,-0.29040360054004877
7.525083612040134,-0.33382843391591
7.625418060200669,-0.36025145914723666
7.725752508361205,-0.3684838040530537
7.826086956521739,-0.3583376532205034
7.926421404682275,-0.3303868030419568
8.02675585284281,-0.28597676380424014
8.127090301003344,-0.2273698993041023
8.22742474916388,-0.1577318482199401
8.327759197324415,-0.08061038060952859
8.42809364548495,0.00013462545281311966
8.528428093645486,0.08049802438751905
8.62876254180602,0.15646113419964128
8.729096989966555,0.2242131252077663
8.82943143812709,0.2804060381849506
8.929765886287626,0.32222669587604336
9.03010033444816,0.3477146099097494
9.130434782608695,0.35578265878850784
9.230769230769232,0.34605145580380914
9.331103678929766,0.3189551290256214
9.431438127090301,0.27594000679946196
9.531772575250836,0.21942369098601786
9.632107023411372,0.15227338608267105
9.732441471571907,0.07784311272652947
9.832775919732441,-0.00016479058281751446
9.933110367892978,-0.07776927463529718
10.033444816053512,-0.15111834174630456
10.133779264214047,-0.21650333813516423
10.234113712374581,-0.2706820792305057
10.334448160535118,-0.3110579226426083
10.434782608695652,-0.335749358090637
10.535117056856187,-0.34355535783925506
10.635451505016723,-0.3340375730003011
10.735785953177258,-0.30777668813842846
10.836120401337793,-0.2663362093317253
10.936454849498329,-0.21183868469190786
11.036789297658864,-0.1470017211485067
11.137123745819398,-0.07507614997062706
11.237458193979933,0.00022301872785593022
